date,location_key,search_trends_impetigo,search_trends_nausea,search_trends_itch,search_trends_skin_rash,search_trends_swelling,search_trends_acne
2022-04-19,US,7.1,0.14,6.44,2.24,5.93,5.31
2022-04-20,US,7.08,0.14,6.36,2.18,5.9,5.26
2022-04-21,US,7.0,0.14,6.36,2.1,5.97,5.32
2022-04-22,US,6.69,0.13,6.27,2.08,6.01,5.22
2022-04-23,US,7.25,0.13,7.12,2.18,6.65,5.61
2022-04-24,US,7.67,0.13,7.57,2.21,7.0,5.9
2022-04-25,US,6.98,0.15,7.07,2.18,6.6,5.68
2022-04-26,US,6.93,0.15,6.78,2.12,6.29,5.49
2022-04-27,US,6.87,0.15,6.52,2.06,6.11,5.35
2022-04-28,US,6.69,0.14,6.36,2.02,5.97,5.18
2022-04-29,US,6.29,0.14,6.24,1.97,5.91,5.74
2022-04-30,US,6.9,0.13,7.04,2.1,6.46,5.62
2022-05-01,US,7.29,0.13,7.36,2.16,6.8,5.59
2022-05-02,US,6.65,0.15,6.78,2.13,6.41,5.5
2022-05-03,US,6.64,0.14,6.61,2.06,6.21,5.37
2022-05-04,US,6.63,0.15,6.47,2.03,6.09,5.34
2022-05-05,US,6.42,0.14,6.42,2.01,6.11,5.33
2022-05-06,US,6.1,0.13,6.21,2.0,5.86,5.21
2022-05-07,US,6.65,0.13,6.79,2.08,6.26,5.28
2022-05-08,US,6.84,0.13,7.22,2.12,6.71,5.45
2022-05-09,US,6.59,0.14,7.07,2.15,6.72,5.47
2022-05-10,US,6.74,0.14,7.23,2.1,6.97,5.78
2022-05-11,US,6.78,0.14,7.25,2.07,6.94,5.99
2022-05-12,US,6.69,0.14,7.25,2.0,6.91,5.67
2022-05-13,US,6.34,0.14,7.17,1.97,6.79,5.52
2022-05-14,US,6.94,0.13,8.16,2.13,7.57,5.91
2022-05-15,US,7.24,0.14,8.63,2.14,7.96,6.02
2022-05-16,US,6.66,0.15,7.98,2.09,7.51,5.85
2022-05-17,US,6.64,0.15,7.7,2.03,7.26,5.64
2022-05-18,US,6.83,0.15,7.44,2.04,7.08,5.62
2022-05-19,US,6.79,0.15,7.4,2.01,7.15,5.51
2022-05-20,US,6.4,0.14,7.31,2.0,7.09,5.41
2022-05-21,US,7.23,0.15,8.26,2.14,7.8,5.76
2022-05-22,US,7.51,0.15,8.72,2.15,8.22,5.93
2022-05-23,US,6.87,0.17,8.1,2.12,8.03,5.7
2022-05-24,US,6.75,0.16,7.68,2.04,7.46,5.44
2022-05-25,US,6.64,0.15,7.42,1.99,7.12,5.34
2022-05-26,US,6.61,0.15,7.39,2.01,7.0,5.34
2022-05-27,US,6.4,0.14,7.31,2.01,6.86,5.24
2022-05-28,US,6.88,0.14,8.35,2.13,7.69,5.53
2022-05-29,US,6.96,0.15,9.26,2.16,8.31,5.86
2022-05-30,US,7.14,0.15,10.19,2.11,8.85,6.13
2022-05-31,US,6.86,0.17,9.62,2.14,8.67,6.1
2022-06-01,US,6.82,0.16,8.99,2.08,8.16,5.8
2022-06-02,US,6.87,0.16,8.57,2.05,8.08,5.71
2022-06-03,US,6.66,0.15,8.16,2.04,7.67,5.53
2022-06-04,US,7.0,0.15,8.86,2.2,8.19,5.76
2022-06-05,US,7.22,0.15,9.21,2.21,8.44,5.96
2022-06-06,US,6.95,0.16,8.74,2.15,8.19,5.9
2022-06-07,US,7.13,0.17,8.52,2.11,7.95,5.82
2022-06-08,US,7.09,0.17,8.34,2.08,7.84,5.77
2022-06-09,US,7.03,0.16,8.21,2.07,7.66,5.71
2022-06-10,US,6.66,0.16,8.08,2.04,7.74,5.58
2022-06-11,US,6.92,0.15,8.98,2.13,8.25,5.85
2022-06-12,US,7.18,0.16,9.36,2.16,8.38,6.06
2022-06-13,US,6.96,0.18,8.97,2.12,8.17,6.03
2022-06-14,US,7.02,0.17,8.77,2.09,8.11,5.94
2022-06-15,US,7.03,0.17,8.64,2.15,8.11,5.96
2022-06-16,US,6.96,0.17,8.47,2.06,7.94,5.87
2022-06-17,US,6.64,0.17,8.35,2.1,7.75,5.79
2022-06-18,US,6.77,0.15,8.79,2.14,7.98,5.81
2022-06-19,US,6.88,0.16,9.28,2.13,8.4,6.0
2022-06-20,US,7.14,0.19,9.17,2.22,8.41,6.3
2022-06-21,US,7.26,0.18,8.93,2.15,8.18,6.06
2022-06-22,US,7.32,0.18,8.74,2.11,8.09,6.02
2022-06-23,US,7.18,0.18,8.56,2.1,7.81,5.93
2022-06-24,US,6.63,0.16,8.19,2.07,7.45,5.75
2022-06-25,US,7.02,0.16,8.98,2.14,8.05,6.08
2022-06-26,US,7.17,0.17,9.53,2.15,8.47,6.37
2022-06-27,US,6.96,0.18,9.18,2.19,8.25,6.23
2022-06-28,US,7.05,0.19,8.89,2.13,7.96,6.42
2022-06-29,US,7.02,0.19,8.68,2.15,7.84,7.18
2022-06-30,US,6.98,0.19,8.58,2.11,7.78,6.57
2022-07-01,US,6.61,0.18,8.44,2.07,7.56,6.15
2022-07-02,US,6.79,0.18,8.95,2.13,7.86,6.28
2022-07-03,US,6.75,0.18,9.33,2.17,8.06,6.22
2022-07-04,US,6.42,0.17,9.4,2.09,8.04,6.16
2022-07-05,US,6.92,0.2,9.55,2.25,8.21,6.59
2022-07-06,US,7.25,0.19,9.42,2.26,8.04,6.39
2022-07-07,US,7.35,0.19,8.88,2.25,7.87,6.24
2022-07-08,US,7.0,0.19,8.54,2.2,7.56,6.02
2022-07-09,US,7.13,0.18,8.96,2.21,7.84,6.05
2022-07-10,US,7.39,0.18,9.33,2.24,8.05,6.24
2022-07-11,US,7.45,0.21,9.03,2.25,7.98,6.25
2022-07-12,US,7.37,0.24,8.68,2.18,7.64,6.04
2022-07-13,US,7.31,0.2,8.46,2.19,7.54,5.99
2022-07-14,US,7.13,0.21,8.39,2.16,7.48,5.98
2022-07-15,US,6.8,0.18,8.2,2.13,7.29,5.78
2022-07-16,US,7.02,0.18,8.79,2.19,7.63,5.94
2022-07-17,US,7.24,0.18,9.12,2.21,7.87,6.15
2022-07-18,US,7.19,0.2,8.92,2.22,7.75,6.11
2022-07-19,US,7.34,0.2,8.79,2.22,7.78,6.11
2022-07-20,US,7.44,0.2,9.01,2.19,8.2,6.08
2022-07-21,US,7.23,0.2,8.81,2.17,7.98,6.01
2022-07-22,US,6.9,0.2,8.45,2.17,7.61,5.85
2022-07-23,US,7.0,0.19,9.06,2.16,8.06,5.95
2022-07-24,US,7.28,0.2,9.47,2.17,8.23,6.19
2022-07-25,US,7.25,0.22,9.13,2.19,8.09,6.21
2022-07-26,US,7.33,0.21,8.8,2.19,7.97,6.23
2022-07-27,US,7.33,0.21,8.62,2.14,7.96,6.02
2022-07-28,US,7.25,0.21,8.42,2.12,7.75,5.96
2022-07-29,US,6.98,0.2,8.29,2.05,7.6,5.75
2022-07-30,US,7.23,0.19,8.75,2.13,7.97,5.95
2022-07-31,US,7.58,0.2,9.31,2.14,8.32,6.26
2022-08-01,US,7.36,0.23,8.99,2.16,8.16,6.18
2022-08-02,US,7.46,0.23,8.88,2.16,8.22,6.11
2022-08-03,US,7.54,0.22,8.63,2.1,7.93,6.04
2022-08-04,US,7.37,0.22,8.57,2.06,8.01,5.98
2022-08-05,US,7.12,0.22,8.34,2.02,7.66,5.77
2022-08-06,US,7.38,0.2,8.97,2.08,7.91,5.93
2022-08-07,US,7.71,0.2,9.4,2.1,8.08,6.11
2022-08-08,US,7.37,0.22,9.06,2.09,8.19,6.07
2022-08-09,US,7.44,0.22,8.73,2.05,8.11,6.09
2022-08-10,US,7.41,0.23,8.44,2.02,7.71,6.14
2022-08-11,US,7.25,0.22,8.17,2.01,7.38,5.99
2022-08-12,US,6.84,0.21,8.45,1.95,7.69,5.66
2022-08-13,US,7.21,0.2,8.96,2.04,7.81,5.89
2022-08-14,US,7.58,0.2,9.09,2.08,7.82,6.02
2022-08-15,US,7.29,0.22,8.66,2.07,7.52,5.91
2022-08-16,US,7.36,0.21,8.37,2.06,7.3,5.82
2022-08-17,US,7.31,0.21,8.05,2.01,7.11,5.8
2022-08-18,US,7.13,0.25,7.87,1.99,7.01,5.67
2022-08-19,US,6.78,0.21,7.67,1.96,6.81,5.55
2022-08-20,US,7.36,0.2,8.5,2.05,7.19,5.97
2022-08-21,US,7.68,0.2,8.83,2.08,7.37,5.96
2022-08-22,US,7.16,0.21,8.21,2.03,6.98,5.68
2022-08-23,US,7.25,0.22,8.04,2.0,6.92,5.66
2022-08-24,US,7.06,0.22,7.88,1.97,6.83,5.6
2022-08-25,US,6.91,0.21,7.75,2.0,6.77,5.68
2022-08-26,US,6.62,0.2,7.52,1.94,6.53,5.41
2022-08-27,US,7.33,0.19,8.38,2.05,6.98,5.75
2022-08-28,US,7.61,0.19,8.75,2.07,7.17,5.92
2022-08-29,US,6.9,0.22,8.21,2.03,6.9,5.7
2022-08-30,US,6.97,0.21,7.97,1.97,6.76,5.64
2022-08-31,US,6.89,0.26,7.68,1.94,6.59,5.49
2022-09-01,US,6.59,0.3,7.42,1.91,6.37,5.4
2022-09-02,US,6.33,0.23,7.43,1.89,6.3,5.28
2022-09-03,US,6.99,0.2,8.21,2.0,6.71,5.59
2022-09-04,US,7.23,0.19,8.65,2.05,6.96,5.77
2022-09-05,US,7.48,0.21,8.78,2.01,6.97,5.7
2022-09-06,US,6.71,0.23,8.07,2.02,6.73,5.46
2022-09-07,US,6.73,0.23,7.79,1.97,6.63,5.45
2022-09-08,US,6.37,0.21,7.3,1.88,6.26,5.62
2022-09-09,US,6.15,0.2,7.08,1.86,6.08,5.53
2022-09-10,US,6.85,0.2,7.91,1.98,6.53,5.85
2022-09-11,US,7.19,0.19,8.03,1.99,6.46,5.87
2022-09-12,US,6.6,0.22,7.6,2.01,6.41,5.75
